,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Missed Count
17936,243066,09/06/19,Trash - Curbside/Alley Missed Pickup,Trash/miss curb {Thursday} out on time. UNIT-B,715 29th Ave N,37209.0,METRO,9304,21.0,1726357.3474707,665874.580979412,True
17937,243069,09/06/19,Trash - Curbside/Alley Missed Pickup,Trash bin was not picked up,2115 Grantland Ave,37204.0,METRO,9404,17.0,1738900.2559355,655233.243241871,False
17938,243077,09/06/19,Trash - Curbside/Alley Missed Pickup,ENTIRE STREET MISSED,612 Rochelle Dr,37220.0,RED RIVER,2403,26.0,1742857.79988645,630307.201137002,True
17939,243079,09/06/19,Trash - Backdoor,"backdoor/trash still not emptied, like notes stated, still out full cart. Not True/not emptied. {old people that worked before use to set cart back where they picked, now younger people do not set cart back and leave it on sidewalk or street, she has backdoor/pickup
BY: MANGRUM, JOSHUA W: 09/04/2019 6:21:13 AM
The truck was running late but we serviced about 5:30.",1816 Knowles St,37208.0,METRO,9208,21.0,1729683.50532187,670405.398861549,False
17940,243081,09/06/19,Trash - Curbside/Alley Missed Pickup,Entire Street/missed {trash-Thursday} curb,627 Oakley Dr,37220.0,RED RIVER,2403,26.0,1742086.91925395,629186.131764238,True
17941,243088,09/06/19,Damage to Property,RESIDENT SAYS THE TRASH TRUCK HIT HER MAILBOX APPX 3 WEEKS AGO NOW MAILBOX IS LEANING AND MAIL CAN NOT BE PLACED INSIDE. SHE SAID SHE GOT THE PHONE NUMBER FOR RED RIVER OFF TRUCK AND REPORTED IT THE SAME DAY AND WAS TOLD SOMEONE WOULD BE OUT THAT FRIDAY BUT NO ONE HAS BEEN OUT NOR CONTACTED HER SINCE.,4904 Hopedale Dr,37211.0,RED RIVER,2405,30.0,1756865.79867521,634653.600740725,False
17942,243096,09/06/19,Trash - Curbside/Alley Missed Pickup,missed trash,910 Caruthers Ave,37204.0,METRO,9403,17.0,1736841.40757625,653428.600002564,True
17943,243105,09/06/19,Trash - Curbside/Alley Missed Pickup,They missed our whole street.,5201 Overton Rd,37220.0,RED RIVER,2403,26.0,1743112.05046646,630037.827603711,True
17944,243149,09/06/19,Trash - Backdoor,"Backdoor/trash missed {wants to let someone know that the guy that pick's up is very good at his job, and to thank him.",511 Harding Pl,37211.0,RED RIVER,2404,26.0,1751839.39884212,635537.601038906,True
17945,243150,09/06/19,Trash - Curbside/Alley Missed Pickup,has no alley access,703 32nd Ave N,37209.0,WASTE IND,3307,21.0,1725321.63380838,665225.823362064,False
17946,243169,09/06/19,Trash - Curbside/Alley Missed Pickup,Missed Trash. the whole street was missed,411 Woodmont Hall Pl,37205.0,,,24.0,1721080.19149308,650533.821316248,True
17947,243178,09/06/19,Trash - Curbside/Alley Missed Pickup,Missed trash. several missed,620 Rochelle Dr,37220.0,RED RIVER,2403,26.0,1742692.1995978,630316.00067438,True
17948,243194,09/06/19,Trash - Backdoor,"Paid/backdoor/trash missed, Wednesday.",418 W Hillwood Dr,37205.0,RED RIVER,1305,23.0,1710948.20192676,654528.80139215,True
17949,243197,09/06/19,Trash - Curbside/Alley Missed Pickup,ENTIRE STREET MISSED,1468 Tyne Blvd,37215.0,RED RIVER,3303,34.0,1726761.85707899,636388.70844079,True
17950,243214,09/06/19,Trash - Curbside/Alley Missed Pickup,ENTIRE STREET MISSED,404 Glenpark Dr,37217.0,RED RIVER,1402,13.0,1761039.07673065,649647.945155365,True
17951,243236,09/06/19,Trash - Curbside/Alley Missed Pickup,Missed  trash the whole street was missed,604 Songwriter Cir,37220.0,RED RIVER,2401,26.0,1746375.5885894,626628.27028745,True
17952,243260,09/06/19,Trash - Curbside/Alley Missed Pickup,Trash/Alley is not getting emptied on Thursday's. Caller is having a hard time getting trash picked up. Caller states the whole the alley is getting picked up but the last 6 at the end of the alley.,2226 Grantland Ave,37204.0,METRO,9404,17.0,1739208.54645124,654565.529121693,False
17953,243281,09/06/19,Trash - Backdoor,BACKDOOR MISSED AGAIN...,444 Rochelle Dr,37220.0,RED RIVER,2401,26.0,1745864.99973683,630956.000308271,True
17954,243283,09/06/19,Trash - Curbside/Alley Missed Pickup,curb side/trash missed {entire/street} Wednesday,87 Peachtree St,37210.0,RED RIVER,4301,16.0,1750208.85861512,651077.081444206,True
17955,243294,09/06/19,Trash - Curbside/Alley Missed Pickup,ENTIRE STREET MISSED,647 Oakley Dr,37220.0,RED RIVER,2403,26.0,1741277.79912071,629697.601164173,True
17956,243310,09/06/19,Trash - Backdoor,BACKDOOR MISS,2645 Old Buena Vista Rd,37218.0,RED RIVER,3202,2.0,1728315.25146299,683714.559643596,True
17957,243328,09/06/19,Trash - Curbside/Alley Missed Pickup,Missed trash again,2210 Grantland Ave,37204.0,,,17.0,1739121.10710849,654929.078436814,True
17958,243336,09/06/19,Trash - Curbside/Alley Missed Pickup,Missed trash,5225 Anchorage Dr,37220.0,RED RIVER,2403,26.0,1742567.15989317,629261.391850733,True
17959,243344,09/06/19,Trash - Backdoor,back door pickup missed again,2220 Maplecrest Dr,37214.0,RED RIVER,1503,15.0,1764167.46957986,672238.751902479,True
17960,243348,09/06/19,Trash - Backdoor,has been missed 3 in a row not happy. backdoor.,710 Currey Rd,37217.0,RED RIVER,1402,16.0,1757269.79974266,650592.800180897,True
17961,243353,09/06/19,Trash - Curbside/Alley Missed Pickup,everyone missed,409 Woodmont Hall Pl,37205.0,RED RIVER,2303,24.0,1721031.8504321,650536.369956712,True
17962,243393,09/06/19,Trash Collection Complaint,trash/truck left a lot of broken glass/on the ground of this Town-Homes complex. Through out the complex. Want someone from hauler to come back and wash or remove all the glass at this location.,2120 Lebanon Pike,37210.0,RED RIVER,1504S,15.0,1760105.80535517,667208.48755477,False
17963,243433,09/06/19,Trash - Curbside/Alley Missed Pickup,"When I left in the morning all was well, but trash cart was on its side in the evening and had not been emptied. Recycling had been picked up.",6533 Cornwall Dr,37205.0,RED RIVER,1301,23.0,1702466.60151018,648341.600701918,False
17964,243446,09/06/19,Trash Collection Complaint,caller is upset that the trash hauler left others people's carts in her yard and their trash and didn't empty hers. wants supervisor,424 Hart Ave,37206.0,METRO,9504,5.0,1745281.79837614,673832.801850905,False
17965,243458,09/06/19,Trash - Curbside/Alley Missed Pickup,Hi there - it doesn't appear any trash cans were serviced on our street and the surrounding area. Thanks for your help!,601 Glenpark Ct,37217.0,RED RIVER,1402,13.0,1759632.14210796,648473.122818157,False
17966,243511,09/06/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,626 Oakley Dr,37220.0,RED RIVER,2403,26.0,1742160.19860356,629415.200719724,True
17967,243512,09/06/19,Trash - Backdoor,"Backdoor/trash miss Wednesday, needs emptied",755 Rodney Dr,37205.0,RED RIVER,1301,23.0,1698720.5966965,645635.929950771,True
17968,243524,09/06/19,Trash - Backdoor,BACKDOOR MISS.... CART IS FULL,609 Starlit Rd,37205.0,RED RIVER,1305,23.0,1707436.51373511,653901.600365807,True
17969,243553,09/06/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,629 Oakley Dr,37220.0,RED RIVER,2403,26.0,1741995.05936555,629223.710359774,True
17970,243561,09/06/19,Trash - Curbside/Alley Missed Pickup,MISSED,623 CORNELIA CT,37217.0,RED RIVER,1401,15.0,1755250.93812759,658338.21155241,True
17971,243578,09/06/19,Trash - Curbside/Alley Missed Pickup,curb trash/missed {Friday},3124 Lakeland Dr,37214.0,RED RIVER,2501,14.0,1777342.59918037,663540.000590597,True
17972,243580,09/06/19,Trash - Curbside/Alley Missed Pickup,Missed trash - whole street was missed,2606 Tate Ct,37214.0,RED RIVER,1502,15.0,1765634.59802469,682361.599606261,True
17973,243584,09/06/19,Trash - Curbside/Alley Missed Pickup,curb trash/missed {missed last week as well},432 Adair Rd,37214.0,RED RIVER,2503,15.0,1765182.11738319,664109.115172205,True
17974,243597,09/06/19,Trash - Curbside/Alley Missed Pickup,MISSED THE ENTIRE STREET,649 Rochelle Dr,37220.0,RED RIVER,2403,26.0,1742021.79832409,629440.799913577,True
17975,243606,09/06/19,Trash - Curbside/Alley Missed Pickup,The trash has been skipped 2 weeks in a row and this has happened a few times before. The trash is picked up at the end of the driveway on the street kind of behind the house. Not an alley.,2401 Brasher Ave,37206.0,METRO,9503,5.0,1747394.39969983,678476.79876147,False
17976,243608,09/06/19,Trash - Curbside/Alley Missed Pickup,Curb trash/missed Friday,25 Fairway Dr,37214.0,RED RIVER,1503,15.0,1767573.7987952,671529.600608423,True
17977,243609,09/06/19,Trash - Backdoor,"Backdoor/trash missed, Wednesday",6712 Darden Pl,37205.0,RED RIVER,1305,23.0,1709078.60199451,655961.60036228,True
17978,243613,09/06/19,Trash - Curbside/Alley Missed Pickup,Missed trash pickup.  Neighbors missed also.,2516 Joya dr,37214.0,RED RIVER,1502,15.0,1770437.79987765,676792.798426235,True
17979,243617,09/06/19,Trash - Curbside/Alley Missed Pickup,"miss trash/last Friday, also others on the same street. Full carts have overflow.",5004 Highlander Dr,37013.0,RED RIVER,4504,28.0,1773430.1966385,627434.242216522,True
17980,243618,09/06/19,Trash - Curbside/Alley Missed Pickup,trash/curb missed Friday,300 Donelson Pike,37214.0,RED RIVER,2502,15.0,1772134.59882043,665167.200673877,True
17981,243619,09/06/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,3386 Oak Trees Ct,37013.0,RED RIVER,3504,33.0,1789393.07983466,635175.705965577,True
17982,243625,09/06/19,Trash - Backdoor,"backdoor/trash missed Friday, again {keeps calling in every week due to being missed}",701 Neill Ave,37206.0,METRO,9504,5.0,1744338.59957116,674089.601122744,True
17983,243629,09/06/19,Trash - Curbside/Alley Missed Pickup,"I called to report that on Thursday, 9/5 only one of my three bags of trash that were inside of my trash can were picked up because the employee lifted the lid of my trash can and only retrieved one bag.  I was ASSURED that my trash would be picked up today (Friday, 9/6).  It was NOT.  I am sitting with 10 day old trash sitting in my trash can - now over the weekend - which must be inside my garage.  To say I am FURIOUS is an understatement.  This is DISGUSTING.  Why was my trash not picked up today?",601 Old Hickory Blvd,37027.0,RED RIVER,3407,4.0,1744702.08556602,621690.611819952,False
17984,243630,09/06/19,Trash Collection Complaint,have had problems weekly with trash pickup for entire neighborhood on Cabin Hill Rd Nashville TN 37214. Please ensure that garbage is being picked up on scheduled day.,2439 CABIN HILL RD,37214.0,RED RIVER,1502,15.0,1768377.85726516,678901.252272895,False
17985,243631,09/06/19,Trash - Curbside/Alley Missed Pickup,Trashcan is curbside on Timberhill Dr.,524 Richmar Dr,37211.0,RED RIVER,2403,26.0,1745427.47257048,636800.800650213,False
17986,243637,09/06/19,Trash - Curbside/Alley Missed Pickup,"Our trash wasn't picked up on Thursday. We left it out friday, still no pick up. :(",509 Foothill Dr,37217.0,RED RIVER,1401,16.0,1754913.46884455,653076.367205155,False
17987,243638,09/06/19,Trash - Curbside/Alley Missed Pickup,It appears Emery Dr was skipped altogether. All of my neighbors cans are out and full.,2722 Emery Dr,37214.0,RED RIVER,2502,15.0,1771365.29130064,664555.333044238,False
17988,243641,09/06/19,Trash Collection Complaint,The trash man just came through our subdivision at 830pm. we were standing beside our trash can so that we could bring it into our yard after it was emptied and the trash man damaged our trash can. We can't close the lid and it bent the rod for the wheels. We need a new one ASAP at no charge to us since they trash company damaged it.,4909 Secretariat Dr,37013.0,RED RIVER,3504,33.0,1786547.01817337,629643.905583716,False
17989,243642,09/06/19,Trash - Curbside/Alley Missed Pickup,Other carts were emptied but mine was not,716 Knightsbridge Way,37013.0,RED RIVER,4502,28.0,1773152.29984755,637119.998080739,False
17990,243645,09/07/19,Trash Collection Complaint,The people who pick up the trash dumped glass and trash all over the alley outside of our parking garage and outside our back door. A handicap person couldn?t even get their wheelchair through the alley because of the pile of glass and trash. It?s dangerous and is attracting rats. I yelled down to the trash guys that they shouldn?t leave all of that in the alley and they just laughed and drove off.,227 5th Ave N,37219.0,Metro,,19.0,1737988.99824416,667236.801604768,False
17992,243652,09/07/19,Trash - Curbside/Alley Missed Pickup,Your app listed the wrong address for my request. It?s no 500 Piccadilly Row. Other carts were emptied on my street. Mine was left full.,716 Knights Bridge Way,37013.0,RED RIVER,4502,28.0,1773152.29984755,637119.998080739,False
17993,243675,09/07/19,Trash - Curbside/Alley Missed Pickup,Trash service did not come on our street. This is week two.  The image below is of our street. As you can see they missed almost the WHOKE STREETV,642 Anderson Ln,37115.0,RED RIVER,3514,9.0,1763676.19934286,706555.999852234,True
17994,243679,09/07/19,Trash - Curbside/Alley Missed Pickup,Trash bins in alley that never get emptied plus bagged and unbagged trash around the bins.  Happens regularly.,1014 13th Ave S,37212.0,METRO,9407,17.0,1736048.51927495,660696.486846545,False
17995,243687,09/07/19,Trash - Curbside/Alley Missed Pickup,"Missed pickup on Friday, Sept. 6. This is the second week that we were missed. Followed the driver after noticing that he passed the cul-de-sac twice and was told that we were skipped on purpose due to a shortage of drivers and that someone else would return to pick up trash on all the cul-de-sacs. However, out of 4 cul-de-sacs, we were the only ones missed. There are a total of 5 houses. Trash remains outside for pickup at the time of this request. Exact address is 2105 Farmhill Ct, Antioch, TN 37013.",2105 Farmhill Ct,37013.0,RED RIVER,3503,33.0,1787402.03164379,627826.653697642,True
17996,243697,09/07/19,Trash - Curbside/Alley Missed Pickup,Trash was not picked up during regular collection. It seems like all other carts on the street were picked up. The cart was out by 7 AM in the proper place and there was nothing outside the cart.,5317 Ashlawn Dr,37211.0,RED RIVER,4404,31.0,1761211.85397502,625591.131919281,False
17997,243699,09/07/19,Trash - Curbside/Alley Missed Pickup,forgot mine and several other in the neighborhood,2120 Lebanon Pike,37210.0,RED RIVER,1504S,15.0,1760105.80535517,667208.48755477,False
17998,243714,09/07/19,Trash - Curbside/Alley Missed Pickup,My trash hasn?t even picked up the last 3 weeks.,4837 Goodwin Rd,37013.0,RED RIVER,4505,28.0,1769149.79851201,630366.401622561,False
17999,243776,09/08/19,Trash - Curbside/Alley Missed Pickup,The trash was not picked up on our whole block and it seems like other blocks were also missed.,2220 Grantland Ave,37204.0,METRO,9404,17.0,1739182.30218224,654665.733433101,True
18000,243865,09/09/19,Trash - Curbside/Alley Missed Pickup,"Since June 1, 2019 our trash pick up has been skipped completely 4 times!  Sometimes just one side of the street but mostly the entire street.",124 Rio Vista Dr,37115.0,RED RIVER,3514,9.0,1767843.39865334,703429.599612452,False
18001,243890,09/09/19,Trash - Curbside/Alley Missed Pickup,"Trash/miss last Friday, unit-A",942 McCrory Creek Rd,37214.0,,,14.0,1775231.39881743,660369.600685166,True
18002,243892,09/09/19,Trash - Curbside/Alley Missed Pickup,"Entire street/missed {trash} Tuesday curb
others as well.",1931 Valley Park Dr,37216.0,RED RIVER,1203,7.0,1759107.90773937,679179.635838352,True
18003,243893,09/09/19,Trash - Curbside/Alley Missed Pickup,Friday missed/Curb {Trash},2912 Harbor Lights Dr,37217.0,RED RIVER,2505,29.0,1783069.96964713,641700.03765222,True
18004,243896,09/09/19,Trash - Curbside/Alley Missed Pickup,this side of street missed cart sets on mccrory creek rd,3220 jonesboro dr,37214.0,RED RIVER,2501,14.0,1777093.80002763,661593.601098033,True
18005,243899,09/09/19,Trash - Curbside/Alley Missed Pickup,"curb trash/missed last Friday, needs to be emptied.",1412 Rural Hill Rd,37013.0,RED RIVER,4504,32.0,1775631.39883596,627085.600865108,True
18006,243920,09/09/19,Trash - Curbside/Alley Missed Pickup,Missed trash.  All of Glenpark Dr and Glenpark Ct,514 Glenpark Dr,37217.0,RED RIVER,1402,13.0,1759926.04309463,648723.839387522,True
18007,243932,09/09/19,Trash - Curbside/Alley Missed Pickup,cart still out,5550 Mt View Rd,37013.0,RED RIVER,4504,32.0,1780680.19821102,622557.60073454,False
18008,243939,09/09/19,Trash - Backdoor,Missed last week get on route wednesday,6004 Elizabethan Dr,37205.0,RED RIVER,1305,23.0,1709499.40073968,654278.401424086,True
18009,243946,09/09/19,Trash - Curbside/Alley Missed Pickup,This is the 3rd time not picking up trash on Anderson Ln in 5 weeks.   It?s only one side they miss.  The dude that has the sidewalk.  By not picking up the trash the sidewalk is blocked and children have to walk on s very busy road.  Please fix this issue.,619 Anderson Ln,37115.0,RED RIVER,3514,9.0,1763048.44228237,706752.640397832,True
18010,243948,09/09/19,Trash - Curbside/Alley Missed Pickup,cart still on curb,802 N 12th St,37206.0,METRO,9503,6.0,1748169.79981588,674905.601397988,False
18011,243955,09/09/19,Trash Collection Complaint,"Want's to know why? trash is now getting skip/on Friday's. Having to sit out all weekend, upset caller just want's cart emptied each week.",609 Anderson Ln,37115.0,RED RIVER,3514,9.0,1762889.79931039,706774.399343915,False
18012,243956,09/09/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET.,2874 Elm Hill Pike,37214.0,RED RIVER,2502,15.0,1773146.98490322,660879.649336768,True
18013,243965,09/09/19,Trash - Curbside/Alley Missed Pickup,Missed pickup for the 4000 time. I am beginning to think that you dont like us. We pay our taxes and you need to do your part to pick up our trash.,110 George L Davis Blvd,37203.0,Metro,,19.0,1735557.00161413,664655.200966765,True
18014,243980,09/09/19,Trash - Curbside/Alley Missed Pickup,MISSED THE ENTIRE CUL DE SAC,2105 Farmhill Ct,37013.0,RED RIVER,3503,33.0,1787402.03164379,627826.653697642,True
18015,243984,09/09/19,Trash - Curbside/Alley Missed Pickup,several carts still out on street get all that are out,1374 Rural Hill Rd,37013.0,RED RIVER,4504,32.0,1776736.99827771,627575.201030255,False
18016,244003,09/09/19,Trash - Curbside/Alley Missed Pickup,trash not picked up in area,320 Myatt Dr,37115.0,RED RIVER,3514,9.0,1765074.59958176,706019.198390793,False
18017,244023,09/09/19,Trash - Curbside/Alley Missed Pickup,missed for 2 weeks,304 Glengarry Dr,37217.0,RED RIVER,1402,16.0,1760627.59397873,651168.563389803,True
18018,244035,09/09/19,Trash Collection Complaint,"Trash/missed more often, then ever before. {Friday} curb, what's going on?",920 Anderson Ln,37115.0,RED RIVER,3514,9.0,1766591.59866759,706311.999187943,True
18019,244041,09/09/19,Trash - Backdoor,Missed.,615 Harding Pl,37211.0,RED RIVER,2404,26.0,1749155.39944995,635725.600869525,True
18020,244048,09/09/19,Trash - Curbside/Alley Missed Pickup,MISSED...NEIGHBORS MISSED...,2529 Stinson Rd,37214.0,RED RIVER,1503,15.0,1769257.83276932,670089.11614174,True
18021,244053,09/09/19,Trash Collection Complaint,"Our trash has not been taken in 2 weeks. We have had all of the trash inside the bins, and they have no emptied it the last 2 times but take all of our neighbors. Now our trash smells, animals are getting in it because it?s starting to pile up and we need our trash taken today.",1447 14th Ave S,37212.0,METRO,9407,17.0,1735046.33558999,657954.569927296,False
18022,244060,09/09/19,Trash - Backdoor,"Our trash has not been picked up in 2 weeks!!!! Has been out in the alley in the back in the SAME spot as everyone else?s. Everything is in the bin, but now it?s starting to pile up and animals are getting in. We need our trash picked up NOW. This is ridiculous.",1447 14th Ave S,37212.0,METRO,9407,17.0,1735046.33558999,657954.569927296,False
18023,244092,09/09/19,Trash - Backdoor,trash missed 2 weeks in a row,30 E Thompson Ln,37211.0,RED RIVER,4303,16.0,1755465.79959975,648654.400807429,True
18024,244110,09/09/19,Trash - Backdoor,Backdoor/Trash missed last Tuesday.,552 Judd Dr,37218.0,RED RIVER,3203,1.0,1718575.5506948,688959.285754319,True
18025,244120,09/09/19,Trash Collection Complaint,"bio-hazard {leachade lick} send crew to come and clean this asap, at this locations of 816 Dresden Ct, at every stop/they ran, every time they compacted in front of spot's they drop glass and also Leachade liquid materials. {upset} about this. Very dangerous/hazard {use to work for waste management so he knows.",816 Dresden Ct,37013.0,RED RIVER,3502,33.0,1790883.79309757,635609.499215348,False
18026,244123,09/09/19,Trash - Curbside/Alley Missed Pickup,missed trash,204 Manatee Ct,37013.0,RED RIVER,4501,28.0,1771686.42989289,632685.87221434,True
18027,244175,09/09/19,Trash - Curbside/Alley Missed Pickup,Alley trash/missed 2 weeks,2204 Grantland Ave,37204.0,METRO,9404,17.0,1739077.30927617,655049.092095803,True
18028,244179,09/09/19,Trash - Curbside/Alley Missed Pickup,They picked up everyone?s garbage but ours.,3348 Green Ridge Dr,37214.0,RED RIVER,2501,14.0,1782775.39833576,666102.401338522,False
18029,244181,09/09/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed again Wednesday, curb {does not want to keep calling} caller see's them on their street, but they keeps driving passing her carts, just keep driving not stopping. Wants this matter corrected.",223 Robin Hill Rd,37205.0,RED RIVER,1303,23.0,1705419.40134222,644721.60122682,True
18030,244192,09/09/19,Trash - Curbside/Alley Missed Pickup,missed several on this street,421 Glenpark Dr,37217.0,RED RIVER,1402,13.0,1760598.08475882,649481.670110191,True
18031,244197,09/09/19,Trash - Curbside/Alley Missed Pickup,cart still out get everyones out,2727 Old Elm Hill Pike,37214.0,RED RIVER,2502,15.0,1771056.99880614,662255.200855607,False
18032,244214,09/09/19,Trash - Curbside/Alley Missed Pickup,cart still on alley,934 Cahal Ave,37206.0,METRO,9507,5.0,1748180.3476477,679365.705842771,False
18033,244219,09/09/19,Trash - Curbside/Alley Missed Pickup,missed again,205 Myatt Dr,37115.0,,,9.0,1765167.39938026,704709.798734803,True
18034,244255,09/09/19,Trash - Curbside/Alley Missed Pickup,Trash was not picked up last Thursday. Cans are over flowing and animals getting inside can,2004 White Ave,37204.0,METRO,9404,17.0,1739358.59963732,655559.200110149,False
18035,244267,09/09/19,Trash - Curbside/Alley Missed Pickup,need alley access,1924 16th Ave N,37208.0,,,21.0,1729189.00179409,674160.001379285,False
18036,244296,09/09/19,Trash - Curbside/Alley Missed Pickup,Missed trash- whole street missed,424 Glenpark Dr,37217.0,RED RIVER,1402,13.0,1760596.99842061,649321.600450494,True
18037,244348,09/09/19,Trash - Curbside/Alley Missed Pickup,"bottom part of Rychen Dr, did not get pickup for last weeks, Friday' trash/curb",2441 Rychen Dr,37217.0,RED RIVER,4502,29.0,1778907.34965725,637189.790858537,False
18038,244359,09/09/19,Trash - Curbside/Alley Missed Pickup,ENTIRE CUL DE SAC WAS MISSED.,120 Apollo Ct E,37013.0,RED RIVER,4501,28.0,1771702.3628533,632322.390176995,True
18039,244385,09/09/19,Trash - Curbside/Alley Missed Pickup,cart still out,1603 Essex Ave,37216.0,METRO,9505,7.0,1754589.01978996,680114.399197451,False
18040,244454,09/09/19,Trash Collection Complaint,3 weeks trash/missed {Friday's} ALLEY {Entire Alley} about 5 neighbors.,1005 Sevier St,37206.0,WASTE IND,4508,6.0,1746444.19806984,668745.600716931,True
18041,244459,09/09/19,Trash - Curbside/Alley Missed Pickup,MISSED....ENTIRE STREET MISSED..,1305 Winthorne Dr,37217.0,RED RIVER,1402,13.0,1761215.97968571,649625.436781702,True
18042,244584,09/10/19,Trash - Curbside/Alley Missed Pickup,curb missed/trash {Thursday} pickup RT# 1401 { was pickup on the 5th},1050 MURFREESBORO PIKE,37217.0,,,13.0,1758099.59987707,654082.001765229,True
18043,244585,09/10/19,Trash Collection Complaint,"3 weeks of being missed/trash Tuesday, truck does not come to ALLEY {dead end part of ALLEY}",1624 Arthur Ave,37208.0,WASTE IND,3207,21.0,1731956.74816635,672447.002343741,True
18044,244601,09/10/19,Trash Collection Complaint,"Backdoor/trash has not been pickup, last Thursday. Why? waiver good.",742 Currey Rd,37217.0,RED RIVER,1402,16.0,1758521.35831993,649323.488185745,False
18045,244604,09/10/19,Damage to Property,"Trash/spill oil/spot licking, she's on the backdoor/pickup {trash} {make a ware of this} needs to be clean. {2nd time calling wants spot of oil needs cleaning, Turn around driveway.",742 Currey Rd,37217.0,RED RIVER,1402,16.0,1758521.35831993,649323.488185745,False
18046,244611,09/10/19,Trash - Curbside/Alley Missed Pickup,missed last week,2409 Shumate Ln,37217.0,RED RIVER,4501,28.0,1777118.14020705,637139.930856765,True
18047,244618,09/10/19,Trash Collection Complaint,"2 trash/carts, missed {curb} next door/business 4115 did get pickup, all 3 carts where next to each other. Now why if 3 carts are sitting next to each other why would driver only pickup one cart? leaving the 2 still there for 4117 address that has 2 cart. {Tuesday} pickup {had problems in the past, thought this matter was corrected, but still going on.",4117 Gallatin Pike,37216.0,RED RIVER,2204,8.0,1754296.99862351,688701.398165512,True
18048,244643,09/10/19,Trash - Backdoor,"Backdoor/trash never get's pickup on day of schedule. Thursday of last week, missed wants to make sure this week for 12th of Sept, Thursday. 2 weeks missed.",5108 Kincannon Dr,37220.0,RED RIVER,2401,26.0,1745989.79803297,629778.401773416,True
18049,244673,09/10/19,Trash - Curbside/Alley Missed Pickup,this street missed,108 Apollo Ct E,37013.0,RED RIVER,4501,28.0,1771596.65957307,632227.295019064,True
18050,244728,09/10/19,Trash - Curbside/Alley Missed Pickup,"Alley/missed since Aug 29th 2 weeks, no service. {White Ave, Benton also missed} Thursday.",2206 Grantland Ave,37204.0,METRO,9404,17.0,1739095.53759601,654988.458989362,True
18051,244761,09/10/19,Trash Collection Complaint,Caller upset that when trash is picked up the trash guy is leaving the carts just thrown all over the alley and you cant drive thru unless you get out and move carts out of the alley way.,233 Chapel Ave,37206.0,WASTE IND,2506,6.0,1750841.42405474,675406.365716472,False
18052,244769,09/10/19,Trash - Backdoor,"Backdoor/trash 3 weeks before last week missed, last week they did come, today she's worried so caller states cart should be emptied on day of schedule pickup. Tuesday.",638 James Ave,37209.0,RED RIVER,4203,20.0,1710211.77938824,666316.568266575,True
18053,244773,09/10/19,Trash - Curbside/Alley Missed Pickup,Trash can was placed outside by alley on Thursday evening and was not picked up Friday.  It appears that no trash was picked up on our street or the alley behind Electric between 19th and 20th.,1807 Electric Ave,37206.0,METRO,9508,6.0,1750459.72359135,668373.364653645,False
18054,244774,09/10/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed truck already came and gone, pickup next door/neighbor's on her side, and skipped her's and 3117 next to her as well. Curb",3113 Ewingwood Dr,37207.0,RED RIVER,3201,3.0,1735036.12321931,693235.198036142,True
18055,244784,09/10/19,Trash - Curbside/Alley Missed Pickup,MISSED ENTIRE STREET,2733 Old Elm Hill Pike,37214.0,RED RIVER,2502,15.0,1771210.32992575,662229.932332682,True
18056,244808,09/10/19,Trash - Curbside/Alley Missed Pickup,thinks since ha=e has complained about driver he keeps skipping his cart on friday,609 Bixler Ave,37115.0,RED RIVER,3512,9.0,1760636.63690336,704970.066769633,False
18057,244830,09/10/19,Trash Collection Complaint,CALLER SAYS THE TRASH TRUCK JUST DROVE RIGHT PAST HIS CART WHICH ONLY HAS BAGGED TRASH IN IT. THIS IS NOT THE 1ST TIME THIS HAS HAPPENED AND HE WANTS THIS TO STOP.,825 Cherokee Ave,37207.0,METRO,9203,5.0,1746049.18447895,681022.474193347,False
18058,244875,09/10/19,Trash - Curbside/Alley Missed Pickup,Curb Trash/Friday missed,4868 Payne Rd,37013.0,RED RIVER,4505,28.0,1770264.99888818,629781.601425302,True
18059,244970,09/10/19,Trash - Curbside/Alley Missed Pickup,The whole street was missed.,6229 Del Sol Dr,37189.0,RED RIVER,3201,3.0,1728001.56487384,693985.832015513,True
18060,244978,09/10/19,Trash Collection Complaint,Trash dumpsters at the front of the mobile home park smell bad and are constantly being filled with non-household trash.  Flies and other pests are drawn to it.,3703 Dickerson Pike,37207.0,,3411,8.0,1746065.39846586,701777.198065702,False
18061,244984,09/10/19,Trash - Curbside/Alley Missed Pickup,"2 weeks no trash/pickup, missed Tuesday. curb",6412 Patton Ave,37209.0,RED RIVER,4203,20.0,1710601.80052954,662408.000557955,True
18062,244983,09/10/19,Trash - Curbside/Alley Missed Pickup,"2 weeks no trash/pickup, missed Tuesday. curb",6412 Patton Ave,37209.0,RED RIVER,4203,20.0,1710601.80052954,662408.000557955,True
